Datum;Erster;Hoch;Tief;Schlusskurs;Volumen
2014-08-07;49,11;49,11;49,11;49,11;160,00
2014-08-06;49,50;49,50;49,25;49,25;1.231,00
2014-08-05;49,47;49,78;48,90;49,78;567,00
2014-08-04;49,30;49,30;48,72;48,72;255,00
2014-08-01;48,56;48,80;48,56;48,72;1.015,00
2014-07-30;49,20;49,20;48,62;48,62;334,00
2014-07-29;48,945;49,40;48,62;48,66;791,00
2014-07-28;49,25;49,25;48,63;48,63;1.401,00
2014-07-23;48,99;48,99;48,99;48,99;200,00
2014-07-22;48,90;48,90;48,43;48,43;103,00
2014-07-21;48,77;49,00;48,40;48,43;2.130,00
2014-07-18;49,18;49,18;49,18;49,18;40,00
2014-07-17;48,552;48,552;48,411;48,413;667,00
2014-07-15;49,18;49,40;49,18;49,40;1.004,00
2014-07-14;49,40;49,40;49,40;49,40;100,00
2014-07-11;49,01;49,35;49,01;49,35;1.007,00
2014-07-10;49,20;49,20;49,00;49,00;1.700,00
2014-07-09;49,01;49,34;49,00;49,00;4.077,00
2014-07-08;49,00;49,00;48,96;48,96;1.321,00
2014-07-07;49,05;49,35;49,05;49,35;1.403,00
2014-07-04;49,10;49,40;49,031;49,05;2.066,00
2014-07-03;49,47;49,47;49,00;49,00;2.563,00
2014-07-02;49,45;49,45;49,45;49,45;135,00
2014-07-01;49,51;49,51;49,33;49,33;10.428,00
2014-06-30;49,85;49,85;49,79;49,79;175,00
2014-06-25;49,50;49,50;49,50;49,50;11,00
2014-06-24;49,60;49,90;49,46;49,87;1.757,00
2014-06-23;49,61;49,61;49,61;49,61;299,00
2014-06-20;49,55;49,55;49,52;49,52;56,00
2014-06-19;49,60;49,60;49,60;49,60;340,00
2014-06-18;49,62;49,62;49,511;49,511;499,00
2014-06-17;49,46;49,46;49,46;49,46;8,00
2014-06-16;49,90;49,90;49,89;49,89;205,00
2014-06-13;49,64;49,64;49,33;49,33;355,00
2014-06-12;49,13;49,13;49,13;49,13;11,00
2014-06-11;49,31;49,31;49,07;49,07;20,00
2014-06-10;49,322;49,322;49,26;49,26;225,00
2014-06-09;49,50;49,50;49,50;49,50;275,00
2014-06-06;49,65;49,65;49,65;49,65;200,00
2014-06-05;49,74;49,74;49,74;49,74;100,00
2014-06-04;49,53;49,70;49,51;49,51;969,00
2014-06-03;49,80;49,80;49,55;49,55;3.220,00
2014-06-02;49,54;49,70;49,50;49,54;1.960,00
2014-05-30;49,54;49,54;49,54;49,54;63,00
2014-05-28;49,50;49,50;49,50;49,50;430,00
2014-05-27;49,60;49,65;49,60;49,62;1.246,00
2014-05-26;49,80;50,20;49,55;49,58;1.046,00
2014-05-23;49,66;49,66;49,65;49,65;835,00
2014-05-22;49,45;49,55;49,45;49,55;2.195,00
2014-05-21;49,70;49,70;49,63;49,63;415,00
2014-05-19;50,03;50,03;49,70;49,70;952,00
2014-05-16;50,00;50,00;50,00;50,00;100,00
2014-05-15;49,74;49,74;49,70;49,70;847,00
2014-05-14;50,09;50,09;49,55;49,55;280,00
2014-05-13;49,95;49,97;49,65;49,65;904,00
2014-05-12;49,96;49,96;49,46;49,56;335,00
2014-05-09;49,53;49,53;49,50;49,50;226,00
2014-05-07;49,45;49,45;49,45;49,45;465,00
2014-05-06;49,56;49,56;49,55;49,55;1.136,00
2014-05-05;50,23;50,23;50,23;50,23;12,00
2014-05-02;49,00;50,00;49,00;49,225;833,00
2014-04-30;49,75;49,75;49,75;49,75;355,00
2014-04-29;49,82;49,83;49,81;49,81;959,00
2014-04-28;50,10;50,10;49,73;49,73;342,00
2014-04-25;50,00;50,00;50,00;50,00;700,00
2014-04-24;49,55;49,89;49,55;49,89;128,00
2014-04-22;50,05;50,05;49,46;49,70;1.901,00
2014-04-17;49,99;49,99;49,425;49,46;324,00
2014-04-16;49,56;49,56;49,55;49,55;980,00
2014-04-15;50,00;50,00;50,00;50,00;200,00
2014-04-14;49,66;49,94;49,66;49,94;1.044,00
2014-04-11;49,66;49,66;49,66;49,66;160,00
2014-04-10;49,76;49,76;49,76;49,76;184,00
2014-04-09;49,70;49,70;49,622;49,622;899,00
2014-04-08;49,87;50,00;49,761;49,761;4.456,00
2014-04-07;49,86;50,00;49,86;49,88;1.004,00
2014-04-04;49,88;49,88;49,87;49,87;22,00
2014-04-03;49,86;49,86;49,86;49,86;327,00
2014-04-01;49,722;49,98;49,722;49,98;1.129,00
2014-03-31;50,20;50,20;49,63;49,63;682,00
2014-03-28;50,02;50,02;49,97;49,97;278,00
2014-03-25;50,02;50,02;50,02;50,02;14,00
2014-03-24;50,03;50,03;50,02;50,02;67,00
2014-03-21;50,13;50,13;50,13;50,13;200,00
2014-03-20;50,16;50,16;50,05;50,05;571,00
2014-03-19;50,25;50,25;50,11;50,11;60,00
2014-03-18;50,00;50,50;50,00;50,50;666,00
2014-03-17;50,05;50,05;50,05;50,05;25,00
2014-03-14;50,11;50,11;50,11;50,11;33,00
2014-03-13;50,50;50,50;50,43;50,43;636,00
2014-03-12;50,49;50,50;50,49;50,50;1.168,00
2014-03-11;50,77;50,77;50,76;50,76;591,00
2014-03-10;50,895;50,895;50,895;50,895;155,00
2014-03-07;50,71;50,71;50,71;50,71;8,00
2014-03-06;50,89;50,89;50,66;50,66;352,00
2014-03-05;50,67;50,67;50,67;50,67;225,00
2014-03-04;50,58;50,58;50,58;50,58;45,00
2014-03-03;51,00;51,00;50,89;50,89;1.020,00
2014-02-28;50,52;50,52;50,311;50,311;1.788,00
2014-02-27;50,60;50,60;50,55;50,55;924,00
2014-02-26;50,53;50,61;50,525;50,61;429,00
2014-02-25;50,50;51,00;50,50;50,525;445,00
2014-02-21;50,26;50,55;50,21;50,21;1.947,00
2014-02-20;50,27;50,27;50,26;50,26;27,00
2014-02-19;50,26;50,45;50,26;50,45;475,00
2014-02-18;50,25;50,26;50,065;50,26;1.128,00
2014-02-17;50,26;50,39;50,25;50,25;1.198,00
2014-02-14;50,07;50,10;50,07;50,10;547,00
2014-02-13;50,15;50,15;50,15;50,15;363,00
2014-02-12;50,40;50,40;50,40;50,40;25,00
2014-02-11;50,10;50,10;50,02;50,02;1.284,00
2014-02-10;50,17;50,17;50,17;50,17;110,00
2014-02-07;50,48;50,48;50,48;50,48;75,00
2014-02-06;49,99;50,30;49,80;50,30;3.847,00
2014-02-05;49,75;50,25;49,75;50,25;1.050,00
2014-02-04;50,00;50,00;49,80;49,80;1.671,00
2014-02-03;50,12;50,121;50,011;50,011;406,00
2014-01-31;50,35;50,50;50,21;50,21;3.101,00
2014-01-30;50,75;50,75;50,31;50,31;990,00
2014-01-29;50,60;50,60;50,305;50,305;556,00
2014-01-28;50,50;50,50;50,21;50,21;1.637,00
2014-01-27;50,35;50,35;50,21;50,21;1.462,00
2014-01-24;50,61;50,61;50,61;50,61;97,00
2014-01-23;50,61;50,61;50,61;50,61;5,00
2014-01-22;50,48;50,61;50,48;50,61;499,00
2014-01-21;49,80;50,10;49,80;50,10;1.619,00
2014-01-20;49,65;49,65;49,12;49,21;1.393,00
2014-01-17;49,35;49,50;49,35;49,50;1.539,00
2014-01-16;49,50;49,50;49,20;49,20;1.911,00
2014-01-15;49,36;49,40;49,20;49,20;1.123,00
2014-01-14;49,50;49,68;49,16;49,16;2.836,00
2014-01-13;49,12;49,12;49,12;49,12;100,00
2014-01-10;49,50;49,50;49,11;49,11;372,00
2014-01-09;49,11;49,17;49,11;49,17;469,00
2014-01-08;49,25;49,25;49,25;49,25;350,00
2014-01-07;48,90;49,15;48,90;49,15;2.622,00
2014-01-06;48,50;49,00;48,50;48,75;3.437,00
2014-01-03;48,33;48,95;48,33;48,60;1.999,00
2014-01-02;48,51;48,51;48,35;48,368;1.694,00
2013-12-27;48,66;48,85;48,55;48,85;670,00
2013-12-23;48,51;48,75;48,50;48,51;1.514,00
2013-12-20;48,65;48,65;48,60;48,60;1.355,00
2013-12-19;48,70;48,85;48,50;48,50;1.372,00
2013-12-17;48,80;48,80;48,80;48,80;150,00
2013-12-16;48,65;48,90;48,60;48,60;2.810,00
2013-12-12;48,90;48,90;48,65;48,65;1.459,00
2013-12-11;48,82;48,82;48,82;48,82;199,00
2013-12-10;48,85;49,085;48,80;48,80;543,00
2013-12-09;49,20;49,25;49,20;49,25;770,00
2013-12-06;48,96;49,24;48,82;49,24;1.325,00
2013-12-05;48,96;48,96;48,96;48,96;3,00
2013-12-04;48,90;49,08;48,76;49,08;1.361,00
2013-12-03;48,55;48,55;48,55;48,55;150,00
2013-12-02;48,63;48,63;48,63;48,63;3,00
2013-11-29;48,40;48,41;48,40;48,41;581,00
2013-11-28;48,50;48,50;48,30;48,30;2.084,00
2013-11-27;48,75;48,75;48,75;48,75;200,00
2013-11-26;48,63;48,95;48,35;48,40;1.291,00
2013-11-25;48,40;48,40;48,30;48,30;999,00
2013-11-21;48,40;48,40;48,40;48,40;300,00
2013-11-20;48,13;48,70;48,13;48,70;806,00
2013-11-19;49,00;49,20;48,25;48,25;7.451,00
2013-11-18;49,03;49,03;49,00;49,00;520,00
2013-11-15;48,95;49,06;48,95;48,95;334,00
2013-11-14;48,60;48,60;48,05;48,05;210,00
2013-11-13;48,94;48,94;48,50;48,50;561,00
2013-11-12;48,51;48,51;48,51;48,51;5,00
2013-11-11;48,40;49,00;48,40;48,51;1.113,00
2013-11-08;48,53;48,53;48,35;48,35;596,00
2013-11-07;48,25;48,32;48,25;48,32;67,00
2013-11-06;49,00;49,00;48,00;48,60;1.055,00
2013-11-05;48,70;48,70;48,70;48,70;567,00
2013-11-04;48,23;48,23;48,23;48,23;217,00
2013-11-01;48,11;48,11;48,11;48,11;94,00
2013-10-31;49,00;49,00;48,00;48,30;1.424,00
2013-10-30;48,50;48,50;48,50;48,50;170,00
2013-10-29;48,55;48,55;48,55;48,55;1.062,00
2013-10-25;48,51;48,55;48,51;48,55;382,00
2013-10-24;49,25;49,25;48,52;48,52;243,00
2013-10-23;48,55;48,55;48,55;48,55;27,00
2013-10-22;48,55;49,00;48,55;48,55;271,00
2013-10-21;49,00;49,00;48,98;48,98;44,00
2013-10-18;48,71;48,71;48,70;48,70;2.965,00
2013-10-17;48,71;48,71;48,60;48,60;450,00
2013-10-16;48,71;48,71;48,71;48,71;1,00
2013-10-15;48,77;48,77;48,77;48,77;185,00
2013-10-14;48,87;48,88;48,87;48,88;314,00
2013-10-09;48,70;49,20;48,70;48,90;392,00
2013-10-07;48,52;48,52;48,52;48,52;15,00
2013-10-04;48,50;49,50;48,50;48,52;733,00
2013-10-01;48,70;48,70;48,40;48,40;727,00
2013-09-30;49,50;49,50;49,50;49,50;49,00
2013-09-26;48,20;48,95;48,20;48,95;1.460,00
2013-09-25;48,90;48,90;48,50;48,50;635,00
2013-09-18;48,20;48,50;48,20;48,50;659,00
2013-09-17;48,40;48,65;48,40;48,50;822,00
2013-09-12;47,52;47,52;47,52;47,52;73,00
2013-09-11;47,36;47,36;47,36;47,36;39,00
2013-09-10;47,23;47,23;47,23;47,23;81,00
2013-09-09;48,00;48,00;48,00;48,00;9,00
2013-09-06;46,71;46,71;46,71;46,71;234,00
2013-09-05;46,90;47,00;46,90;47,00;590,00
2013-09-03;46,50;46,99;46,50;46,99;75,00
2013-09-02;46,99;46,99;46,99;46,99;100,00
2013-08-30;46,51;46,51;46,50;46,50;766,00
2013-08-29;46,60;46,60;46,01;46,01;363,00
2013-08-28;47,00;47,00;47,00;47,00;400,00
2013-08-27;47,20;47,20;47,20;47,20;42,00
2013-08-26;47,10;48,00;47,10;47,60;671,00
2013-08-23;47,03;48,05;47,03;47,525;490,00
2013-08-22;47,00;47,03;47,00;47,03;411,00
2013-08-21;48,00;48,00;47,50;47,50;211,00
2013-08-19;47,00;47,00;47,00;47,00;1.471,00
2013-08-15;47,24;47,24;47,15;47,15;48,00
2013-08-14;50,00;50,00;48,00;48,00;69,00
2013-08-12;49,70;50,25;49,70;49,70;540,00
2013-08-07;49,00;50,28;49,00;50,28;526,00
2013-08-06;47,80;50,30;47,80;50,30;430,00
2013-08-05;49,00;49,00;49,00;49,00;450,00
2013-08-02;51,00;51,00;50,30;50,30;39,00
2013-08-01;50,55;50,56;50,55;50,56;143,00
2013-07-31;50,25;50,25;50,25;50,25;183,00
2013-07-29;51,00;51,00;51,00;51,00;545,00
2013-07-25;51,20;51,20;51,20;51,20;370,00
2013-07-24;51,30;51,30;51,26;51,26;221,00
2013-07-23;51,13;51,64;51,13;51,64;95,00
2013-07-22;51,648;51,65;51,60;51,60;2.893,00
2013-07-19;51,64;51,65;51,59;51,645;2.230,00
2013-07-18;51,64;51,65;51,22;51,65;1.656,00
2013-07-17;51,50;51,64;51,50;51,64;712,00
2013-07-16;51,60;51,65;51,50;51,64;2.933,00
2013-07-15;51,58;51,60;51,31;51,31;314,00
2013-07-12;51,60;51,60;51,25;51,25;460,00
2013-07-11;51,40;51,64;51,40;51,64;2.334,00
2013-07-10;51,00;51,95;51,00;51,59;1.823,00
2013-07-09;52,20;52,20;52,15;52,15;708,00
2013-07-08;52,11;52,50;52,07;52,50;1.642,00
2013-07-04;52,50;52,50;52,03;52,03;327,00
2013-07-03;51,93;51,95;51,93;51,95;67,00
2013-07-02;52,05;52,05;52,05;52,05;38,00
2013-07-01;52,30;52,30;52,03;52,03;138,00
2013-06-27;52,20;52,20;51,91;51,91;119,00
2013-06-26;51,88;51,88;51,88;51,88;100,00
2013-06-25;52,10;52,10;52,10;52,10;88,00
2013-06-24;52,80;52,80;52,80;52,80;150,00
2013-06-21;52,06;52,30;52,06;52,30;138,00
2013-06-19;52,05;52,05;52,05;52,05;100,00
2013-06-18;52,02;52,02;52,02;52,02;855,00
2013-06-17;52,01;52,01;52,01;52,01;285,00
2013-06-13;52,00;52,00;52,00;52,00;500,00
2013-06-12;51,91;51,91;51,91;51,91;30,00
2013-06-11;52,30;52,30;52,30;52,30;302,00
2013-06-10;51,96;51,96;51,96;51,96;418,00
2013-06-07;51,83;51,83;51,83;51,83;1.133,00
2013-06-06;52,00;52,00;51,84;51,84;1.095,00
2013-06-03;51,82;51,82;51,81;51,81;786,00
2013-05-29;52,15;52,15;52,05;52,08;438,00
2013-05-28;51,70;51,87;51,70;51,72;623,00
2013-05-27;51,81;52,15;51,75;52,15;3.229,00
2013-05-24;51,72;51,90;51,72;51,90;1.217,00
2013-05-23;51,86;52,01;51,82;51,82;4.544,00
2013-05-22;52,00;52,00;52,00;52,00;1.070,00
2013-05-21;52,20;52,20;51,65;52,15;3.000,00
2013-05-20;51,85;51,85;51,80;51,80;313,00
2013-05-17;51,85;51,85;51,82;51,82;2.066,00
2013-05-15;51,85;51,85;51,81;51,81;1.920,00
2013-05-14;51,80;52,30;51,80;52,30;506,00
2013-05-13;51,72;51,75;51,72;51,75;248,00
2013-05-09;52,00;52,00;52,00;52,00;1.122,00
2013-05-08;52,35;52,35;52,02;52,02;192,00
2013-05-07;52,00;52,00;52,00;52,00;550,00
2013-05-03;52,00;52,00;52,00;52,00;200,00
2013-05-02;51,75;51,75;51,75;51,75;295,00
2013-04-30;51,70;52,20;51,70;52,20;311,00
2013-04-29;52,30;52,30;51,66;51,66;485,00
2013-04-26;51,66;51,66;51,66;51,66;100,00
2013-04-24;52,10;52,10;51,60;51,61;934,00
2013-04-23;51,65;52,00;51,61;51,61;1.078,00
2013-04-22;51,99;51,99;51,99;51,99;40,00
2013-04-19;51,77;51,77;51,77;51,77;153,00
2013-04-18;51,77;51,77;51,77;51,77;60,00
2013-04-16;51,76;51,76;51,76;51,76;222,00
2013-04-15;51,61;52,00;51,61;52,00;292,00
2013-04-12;51,75;51,75;51,75;51,75;100,00
2013-04-10;52,01;52,01;51,75;51,75;500,00
2013-04-09;51,65;51,65;51,65;51,65;47,00
2013-04-08;51,80;51,80;51,80;51,80;178,00
2013-04-04;52,10;52,10;52,10;52,10;441,00
2013-04-03;51,51;52,30;51,51;52,30;36,00
2013-04-02;51,65;52,10;51,65;52,10;22,00
2013-03-27;51,65;51,65;51,65;51,65;97,00
2013-03-25;51,66;51,66;51,66;51,66;107,00
2013-03-21;51,51;51,51;51,50;51,50;730,00
2013-03-20;51,51;51,55;51,46;51,46;702,00
2013-03-19;51,46;52,15;51,46;51,50;807,00
2013-03-18;51,43;51,85;51,43;51,85;782,00
2013-03-15;51,42;51,60;51,40;51,60;744,00
2013-03-14;51,40;51,60;51,40;51,41;801,00
2013-03-13;52,00;52,00;51,35;51,35;1.905,00
2013-03-11;51,48;51,50;51,48;51,50;1.070,00
2013-03-08;51,44;51,44;51,32;51,32;455,00
2013-03-07;51,50;51,50;51,45;51,45;240,00
2013-03-06;51,46;51,46;51,46;51,46;100,00
2013-03-05;51,50;51,50;51,46;51,48;525,00
2013-03-04;51,41;51,50;51,41;51,43;2.828,00
2013-03-01;51,55;51,55;51,55;51,55;695,00
2013-02-28;51,48;51,48;51,48;51,48;200,00
2013-02-27;51,90;51,90;51,90;51,90;160,00
2013-02-26;51,50;51,50;51,30;51,30;684,00
2013-02-22;51,49;51,93;51,35;51,93;830,00
2013-02-21;51,38;51,90;51,38;51,90;100,00
2013-02-20;51,30;51,30;51,25;51,25;459,00
2013-02-19;51,45;51,45;51,30;51,30;607,00
2013-02-18;51,30;51,30;51,30;51,30;655,00
2013-02-15;51,45;51,45;51,40;51,40;2.087,00
2013-02-14;51,26;51,26;51,23;51,23;1.772,00
2013-02-13;51,25;51,26;51,25;51,26;257,00
2013-02-12;51,13;51,13;51,13;51,13;49,00
2013-02-08;51,30;51,30;51,30;51,30;100,00
2013-02-07;51,22;51,22;51,22;51,22;51,00
2013-02-06;51,01;51,30;51,01;51,30;674,00
2013-02-05;51,85;51,85;51,10;51,10;1.191,00
2013-02-04;51,22;51,22;51,16;51,16;328,00
2013-02-01;51,60;51,60;51,24;51,24;1.751,00
2013-01-28;51,50;51,50;51,06;51,06;158,00
2013-01-25;51,15;51,15;51,00;51,00;285,00
2013-01-24;51,00;51,00;51,00;51,00;860,00
2013-01-23;51,33;51,33;51,33;51,33;570,00
2013-01-22;51,50;51,65;51,30;51,65;698,00
2013-01-21;51,30;51,46;51,30;51,46;34,00
2013-01-18;51,30;51,30;51,30;51,30;6,00
2013-01-17;51,16;51,40;51,16;51,22;304,00
2013-01-15;51,20;51,40;51,00;51,40;1.732,00
2013-01-14;51,51;51,55;51,21;51,21;1.425,00
2013-01-09;51,15;51,15;51,08;51,08;27,00
2013-01-08;51,62;51,62;51,62;51,62;100,00
2013-01-07;51,20;51,20;51,20;51,20;680,00
2013-01-04;51,50;51,50;51,00;51,00;780,00
2013-01-03;52,50;52,50;52,50;52,50;300,00
2013-01-02;51,50;51,50;51,50;51,50;101,00
2012-12-28;52,15;52,15;52,15;52,15;500,00
2012-12-27;52,01;52,02;52,01;52,02;655,00
2012-12-21;52,23;52,23;52,01;52,01;236,00
2012-12-20;51,98;51,98;51,98;51,98;372,00
2012-12-19;51,97;51,97;51,97;51,97;77,00
2012-12-18;51,98;52,22;51,98;52,22;720,00
2012-12-17;51,88;52,12;51,88;51,98;392,00
2012-12-14;51,89;51,89;51,89;51,89;0,00
2012-12-13;51,90;51,90;51,90;51,90;0,00
2012-12-12;51,91;52,15;51,91;52,15;36,00
2012-12-11;51,90;51,90;51,90;51,90;0,00
2012-12-10;51,86;52,10;51,86;51,90;255,00
2012-12-07;51,85;52,00;51,85;52,00;190,00
2012-12-06;51,85;52,09;51,85;52,09;550,00
2012-12-05;51,84;51,84;51,84;51,84;0,00
2012-12-04;51,83;51,83;51,83;51,83;0,00
2012-12-03;52,08;52,08;51,84;51,84;1.560,00
2012-11-30;51,84;52,08;51,84;52,08;366,00
2012-11-29;51,83;51,83;51,83;51,83;0,00
2012-11-28;51,80;51,80;51,80;51,80;0,00
2012-11-27;51,90;51,90;51,80;51,80;375,00
2012-11-26;51,79;51,79;51,79;51,79;887,00
2012-11-23;51,77;52,01;51,77;51,77;295,00
2012-11-22;51,77;51,77;51,77;51,77;3,00
2012-11-21;51,77;52,00;51,77;52,00;95,00
2012-11-20;51,76;51,76;51,76;51,76;47,00
2012-11-19;51,76;52,00;51,76;51,76;100,00
2012-11-16;51,88;51,88;51,76;51,76;95,00
2012-11-15;51,77;52,01;51,76;51,76;180,00
2012-11-14;51,77;51,77;51,77;51,77;0,00
2012-11-13;51,72;51,72;51,72;51,72;0,00
2012-11-12;51,71;51,71;51,71;51,71;0,00
2012-11-09;51,70;51,70;51,70;51,70;0,00
2012-11-08;51,70;51,70;51,70;51,70;0,00
2012-11-07;51,70;51,94;51,70;51,94;100,00
2012-11-06;51,88;51,92;51,68;51,75;351,00
2012-11-05;51,65;51,65;51,65;51,65;0,00
2012-11-02;51,65;51,65;51,65;51,65;114,00
2012-11-01;51,65;51,65;51,65;51,65;0,00
2012-10-31;51,64;51,85;51,64;51,85;50,00
2012-10-30;51,64;51,64;51,64;51,64;0,00
2012-10-29;51,63;51,63;51,63;51,63;0,00
2012-10-26;51,64;51,64;51,64;51,64;0,00
2012-10-25;51,64;51,64;51,64;51,64;0,00
2012-10-24;51,80;51,88;51,64;51,64;750,00
2012-10-23;51,63;51,63;51,56;51,56;0,00
2012-10-22;51,62;51,62;51,62;51,62;0,00
2012-10-19;51,61;51,85;51,61;51,61;1.522,00
2012-10-18;51,86;51,86;51,62;51,62;950,00
2012-10-17;51,63;51,63;51,63;51,63;287,00
2012-10-16;51,80;51,80;51,63;51,63;510,00
2012-10-15;51,98;51,98;51,74;51,82;199,00
2012-10-12;51,65;51,65;51,65;51,65;100,00
2012-10-11;51,64;51,65;51,64;51,65;366,00
2012-10-10;51,87;51,87;51,63;51,63;600,00
2012-10-09;51,63;51,63;51,63;51,63;0,00
2012-10-08;51,63;51,87;51,63;51,87;4,00
2012-10-05;51,64;51,64;51,64;51,64;0,00
2012-10-04;51,65;51,89;51,65;51,89;294,00
2012-10-03;51,65;51,65;51,65;51,65;0,00
2012-10-02;51,64;51,88;51,64;51,88;105,00
2012-10-01;51,75;51,75;51,65;51,75;190,00
2012-09-28;51,62;51,62;51,62;51,62;0,00
2012-09-27;51,62;51,62;51,62;51,62;1.418,00
2012-09-26;51,62;51,62;51,62;51,62;2.412,00
2012-09-25;51,85;51,85;51,61;51,61;50,00
2012-09-24;51,60;51,60;51,60;51,60;8,00
2012-09-21;51,59;51,60;51,59;51,60;890,00
2012-09-20;51,57;51,57;51,57;51,57;0,00
2012-09-19;51,55;51,55;51,55;51,55;0,00
2012-09-18;51,79;51,79;51,55;51,55;100,00
2012-09-17;51,55;51,79;51,55;51,55;560,00
2012-09-14;51,56;51,80;51,55;51,55;547,00
2012-09-13;51,57;51,80;51,57;51,80;110,00
2012-09-12;51,57;51,81;51,57;51,81;28,00
2012-09-11;51,65;51,73;51,49;51,49;450,00
2012-09-10;51,75;51,75;51,58;51,62;110,00
2012-09-07;51,60;51,60;51,60;51,60;0,00
2012-09-06;51,59;51,60;51,59;51,60;286,00
2012-09-05;51,60;51,60;51,60;51,60;0,00
2012-09-04;51,60;51,60;51,60;51,60;0,00
2012-09-03;51,60;51,60;51,60;51,60;0,00
2012-08-31;51,58;51,58;51,58;51,58;0,00
2012-08-30;51,58;51,58;51,58;51,58;20,00
2012-08-29;51,57;51,57;51,57;51,57;0,00
2012-08-28;51,57;51,57;51,57;51,57;351,00
2012-08-27;51,80;51,80;51,56;51,56;58,00
2012-08-24;51,56;51,56;51,56;51,56;720,00
2012-08-23;51,57;51,57;51,57;51,57;0,00
2012-08-22;51,56;51,56;51,56;51,56;0,00
2012-08-21;51,55;51,55;51,55;51,55;0,00
2012-08-20;51,70;51,70;51,54;51,54;110,00
2012-08-17;51,53;51,78;51,53;51,54;86,00
2012-08-16;51,60;51,60;51,52;51,53;883,00
2012-08-15;51,53;51,53;51,53;51,53;0,00
2012-08-14;51,53;51,53;51,53;51,53;0,00
2012-08-13;51,50;51,50;51,50;51,50;0,00
2012-08-10;51,49;51,49;51,49;51,49;100,00
2012-08-09;51,49;51,49;51,49;51,49;0,00
2012-08-08;51,49;51,49;51,49;51,49;0,00
2012-08-07;51,52;51,52;51,52;51,52;0,00
2012-08-06;51,52;51,76;51,50;51,76;973,00
2012-08-03;51,70;51,74;51,50;51,74;230,00
2012-08-02;51,75;51,75;51,51;51,75;400,00
2012-08-01;51,75;51,75;51,61;51,61;80,00
2012-07-31;51,76;51,76;51,52;51,52;243,00
2012-07-30;51,65;51,89;51,65;51,89;451,00
2012-07-27;51,67;51,67;51,67;51,67;0,00
2012-07-26;51,67;51,91;51,67;51,67;50,00
2012-07-25;51,89;51,89;51,67;51,67;233,00
2012-07-24;51,88;51,88;51,64;51,88;170,00
2012-07-23;51,87;51,87;51,63;51,64;1.851,00
2012-07-20;51,80;51,80;51,63;51,63;578,00
2012-07-19;51,86;51,86;51,62;51,86;162,00
2012-07-18;51,65;51,86;51,65;51,86;1.090,00
2012-07-17;51,63;51,63;51,63;51,63;0,00
2012-07-16;51,87;51,87;51,63;51,87;200,00
2012-07-13;51,90;51,90;51,66;51,66;50,00
2012-07-12;51,61;51,85;51,61;51,85;552,00
2012-07-11;53,45;53,49;53,30;53,42;502,00
2012-07-10;53,70;53,70;53,40;53,56;1.270,00
2012-07-09;53,65;53,65;53,29;53,56;291,00
2012-07-06;53,50;53,50;53,27;53,27;20,00
2012-07-05;53,52;53,53;53,26;53,53;220,00
2012-07-04;53,50;53,50;53,24;53,24;90,00
2012-07-03;53,23;53,50;53,23;53,24;20,00
2012-07-02;53,65;53,65;53,23;53,49;295,00
2012-06-29;53,53;53,53;53,27;53,27;487,00
2012-06-28;53,53;53,53;53,27;53,27;23,00
2012-06-27;53,40;53,40;53,27;53,27;600,00
2012-06-26;53,53;53,53;53,27;53,41;227,00
2012-06-25;53,25;53,25;53,25;53,25;900,00
2012-06-22;53,35;53,35;53,25;53,25;408,00
2012-06-21;53,25;53,25;53,25;53,25;0,00
2012-06-20;53,25;53,25;53,25;53,25;0,00
2012-06-19;53,24;53,25;53,24;53,25;0,00
2012-06-18;53,23;53,23;53,23;53,23;170,00
2012-06-15;53,24;53,40;53,24;53,40;370,00
2012-06-14;53,25;53,25;53,25;53,25;0,00
2012-06-13;53,23;53,25;53,23;53,25;107,00
2012-06-12;53,22;53,48;53,22;53,22;1.350,00
2012-06-11;53,22;53,22;53,22;53,22;0,00
2012-06-08;53,23;53,23;53,22;53,22;0,00
2012-06-07;53,23;53,23;53,23;53,23;200,00
2012-06-06;53,23;53,23;53,23;53,23;64,00
2012-06-05;53,24;53,24;53,24;53,24;0,00
2012-06-04;53,22;53,24;53,22;53,24;1.105,00
2012-06-01;53,21;53,22;53,21;53,22;0,00
2012-05-31;53,23;53,23;53,23;53,23;0,00
2012-05-30;53,20;53,20;53,20;53,20;0,00
2012-05-29;53,18;53,18;53,18;53,18;0,00
2012-05-28;53,18;53,18;53,18;53,18;0,00
2012-05-25;53,16;53,16;53,16;53,16;70,00
2012-05-24;53,14;53,14;53,14;53,14;28,00
2012-05-23;53,14;53,14;53,14;53,14;0,00
2012-05-22;53,15;53,15;53,14;53,14;300,00
2012-05-21;53,13;53,13;53,13;53,13;0,00
2012-05-18;53,13;53,13;53,13;53,13;0,00
2012-05-17;53,13;53,13;53,13;53,13;0,00
2012-05-16;53,13;53,13;53,13;53,13;347,00
2012-05-15;53,10;53,36;53,10;53,13;124,00
2012-05-14;53,09;53,35;53,09;53,35;100,00
2012-05-11;53,09;53,09;53,09;53,09;445,00
2012-05-10;53,09;53,09;53,09;53,09;0,00
2012-05-09;53,09;53,09;53,09;53,09;0,00
2012-05-08;53,08;53,08;52,974;52,974;945,00
2012-05-07;53,30;53,30;53,07;53,07;100,00
2012-05-04;53,061;53,061;53,061;53,061;0,00
2012-05-03;53,051;53,061;53,051;53,061;0,00
